,tweet,asal_tweet
740,"Searching for staycation penang
Dah jumpa nak booking
Sekali baru teringat kes covid belah sana terus cancel 😂",shah alam
741,"Indonesia harus terbebas dari Covid-19 
#KAMItunggangiPandemi https://t.co/B4uCpNR4FR",
742,"@idufatanye Bihuze na Covid ndebe! Ikipe zakinnye, imwe yubahiriza amabwiririza indi wapi! Menya batashaka kwegera umuzamu",Rwanda
743,"COVID-19 UPDATED: Embu 3,Machakos 3,Nandi 3, Nyandarua 3, Wajir 3, and Kakamega 2.","Nairobi, Kenya"
744,"@DivHumas_Polri Semoga dapat bermanfaat bagi masyarakat sekitar yang terdampak pandemi covid-19.

Jaya Polri",
745,Ketika acara kumpul keluarga gini yang ga enak kalau ngomongin covid terus pertanyaannya “emang ada atau engga sih corona?”,Kota Kembang 
746,Diberitakan sbb ada kes positif Covid-19. Sape2 yg pernah menyinggah blh buat test segera...waallahualam https://t.co/Cr7IbFCeME,
747,"@Debingg_ Sebelum ke Indo harus rapid test dulu, biar ga kena covid :((",Dimana-mana hatiku senang.
748,"Long weekend pas kasus positif covid di DIY besar 46 org.
Besok sudah pasti total kasus positif 1000 lebih.
Plat B bertebaran di jogja",Dibawah pohon rambutan 
749,@morgan_covid Follar,
750,@nicotineheals haha ya intinya bukan vaksin covid lah gitu,"Sangelu, Nigeria"
751,"Kalau covid ni takde, i skrg kat UK dah ;’)",
752,covid belom berakhir tapi kita da berakhir dulu,Konoha Village
753,Woro2 Dlm rangka Cegah  Covid 19 di pemancingan Rawa bendungan https://t.co/uFrs8I17RE,Indonesia
754,"Bila fikir balik en, tetiba rasa sedih sbb x sangka aku dh nak last sem dgn diorang 🥺🥺💔 

Dah la satu sem x de memory sbb covid",Earth
755,@mochipeachyea army bomb blm kesampean aku kan army baru paa covid jd gada uang😭,Indonesia
756,@jpbrinx @kawanmikkkkk yanaaaa jom g korea habis covid ahahhaah,"Sarawak, Malaysia"
757,Semoga Bali aman dr covid-19 🙏🏻😔,"Denpasar, Bali"
758,Tanya ada contact ke tak dengan covid wtf aku bukannya ahli nujum,
759,"@aaanjaayyy Mimih ratu wkwk i gede tu maksudnya 😂😂

Semoga bahagia ya di tahun Covid 🍰🕯️","Bali, Indonesia"
760,Siap dengan strategi baru untuk menghadapi dampak dari covid 19 https://t.co/SQmKjDCB0g,
761,diem diem mak blg bpk buat kasi duit jajan perbulan tapi di potong setengah selama covid dan di transfer. GUE IKHLAS HUHU MAKASI MAMA LOV,prev@/sainturmoon
762,"@hrdbacot Mincot, punya peraturan dari pemerintah ttg SOP penanganan covid di kantor ga?","Leeds, UK & Jakarta, ID"
763,"@zaskiasuryadi @radenrauf @ArifPrastio13 Yah, nunggu covid kelar lama dong yak",
764,"Pekerja Kantor Diminta Gubernur Rekomendasikan Langkah Pencegahan Covid-19 Dalam Beraktivitas
##BeritaSampit https://t.co/HcePl9XDw6","Kalimantan Tengah, Indonesia"
765,@kompascom Mencegah covid.. tapi menyebar data pribadi 🤔,Jogyakarta
766,"ada gak sih 
yang ngap dengan kenyataan 
rencana udah seabreg 
tertata rapi nan indah 

eh covid 19  membuat semua  gak jelas .",
767,"Gak nunggu2in tapi hari ini pertama kali di kata2i sama keluarga pasien kalo covid ganyata, covid itu cuma konspirasi aja 🤦‍♀️🤦‍♀️🤦‍♀️",Indonesia
768,"Ni ada ka kes paling lawak, tak jadi beli sebab seller dari Kedah? Haha. Bukan dia nak pi boh bersin orang covid dalam parcel hang kottt 😌😂",Malaysia
769,Katanya jadwal survival iland di batalkan gara-gara ada petugas kebersihan yang kena covid ya?,
770,"disebabkan akan kurangnya semamgat disebabkan covid, jadi saya tunjukkan semangat tu dengan tweethandle baru saya.",
771,Terima kasih pada para relawan vaksin Covid-19. Saya tidak seberani dan serela Anda. Semoga berhasil uji vaksinnya. You are all heroes 🇮🇩,
772,@FiersaBesari Baru kemaren diajak temen ke lawu tapi ga direstuin ortu karna covid😭,
773,Nak bawa @lightaroha_ keluar sekarang ni pun takut sebab sini dah dekat sangat dengan kes covid 😣😣😣😣,"Robin Master's Nest, Honolulu"
774,macam mana nak buat test covid?,"Merbok, Kedah"
775,@hellomaryan Yassss idistribute ang ayuda nga covid dai,Ahtohallan
776,@maaaaaup @nksthi Klo skg narimo ing pandemik mas ☹️ era covid,"Bekasi, Jawa Barat"
777,"Ga jbjb mo belajar dulu gais
Dah mau smt baru
Harusnya smt kemarin aku ambil sp 
Kan gara2 covid
Ga jadi ambil sp 😴😴😴","Seoul, Republic of Korea"
778,"@BPPT_RI Semoga dilancarkan dan cepat ditemukan vaksin u/covid, semangat!",
779,"Waspada Radikalisme di tengah Pandemi Covid-19
#KAMItunggangiPandemi https://t.co/mgdzbDMSX7","Bandung, Indonesia"
780,rindu tapi tetap mengindahkan protokol Covid-19 https://t.co/cubwCN6YdX,surabaya
781,@NuruddinYusup @FrzAmirul Dah masuk din hahaha aku rasa sbb covid tak laku filem tu dia jual awal kt netflix,
782,"Awww. Covid survivor.

RITAOnMPK
#MPKWalangIwanan",DAD
783,"@dwiki_411 Di ajak ngobrol politik, harga sembako, covid dll. Gebetan dah tidur kekenyangan 😂😂",
784,"Perkembangan Data Kasus Konfirmasi Covid-19
Kabupaten Bantul 
15 Agustus 2020 https://t.co/HMFE2YUqJl
|@pemkabbantul","Yogyakarta, Indonesia"
785,Tapi karna covid. Diktuk ditunda sampai batas waktu yang tidak ditentukan.,Tambora | Dompu | NTB
786,Lagu payung teduh-resah cocok buat satu orang yang positif covid,"Kalimantan Barat, Indonesia 🌏"
787,@Syahhz_ Jangan alpa. Pakai pelitup muka di tempat awam terutama kawasan sesak. Bersama-sama kita kurangkan risiko jangkitan COVID-19 ☺️☝🏻,
788,@DivHumas_Polri @bidhumaskalsel Bakti Sosial Polres Hulu Sungai Tengah Untuk Masyarakat Terdampak Covid-19,
789,@tempodotco Dari bulan Maret sudah ada obat covid tapi kenapa kasus makin bertambah????,ROC
790,@dokyong_ Mudah2an Allah jaga om dokter dari covid ini. Insyaa Allah hasilnya negatif.,
791,kok bisa ya ada orang ttp nongkrong2 padahal temennya positif covid dan dia statusnya odp.,
792,Hmm nanimahog covid positive dha ketkai dapit,
793,@devlandphile itu karena mereka buat tweet yg disrespectful sama keadaannya staff i-land yang positif covid-19,Bangtan Sonyeondan
794,@DivHumas_Polri Polri peduli warga terdampak covid,
795,@hellomaryan Free covid sa concert venue daiii 😍😍 panghatag unya ha,Ahtohallan
796,"@imeowubaby nah ntar malah jadi, negatif covid tapi positif stress
gara2 diem di rumah mulu 😭",Bogor
797,@Mr_cosanostra @LisaAmartatara3 Yang di perlukan Relawan Uji Coba Vaksin Covid 19 bukan Relawan Pilkada,Indonesia
798,"Dari Pengamatan saya ; Penularan Virus COVID-19, MUDAH dan CEPAT. Maka kita harus WASPADA dan SANGAT BERHATI2. Karena Akibatnya bisa FATAL.",@Depok-Jakarta-Cirebon
799,Ko gile ke ap time covid nie ko nk suruh gua try intv kat endon ko nk aku mmpos ke ap,Malaysia
800,"""mbah, mboten wonten acara agustusan to mbah""
""Gak enek nduk. Duwite entek nggo covid""

Aku : 🙄🤔🙄🤔🙄🤔🙄🤔🙄🤔",
801,@PDI_Perjuangan Mendoakan semoga ekonomi Indonesia segera pulih setelah hantaman pandemi covid. Amin,"Yogyakarta, Indonesia"
802,@Sepikahhh ya ya ya ja . Takpa nanti covid tlg tunjukkan .,
803,Vaksin Covid senjata pemusnah masal lawan politik penguasa oligarki yg akan dipakai dlm pilkada serentak 2020 https://t.co/TUeSlvQU76,
804,"Tetanggaku meninggal suspek covid
Tapi tetep pada ngelawat :( dan gaada yang pake masker dong :(",
805,"@sbyfess Wah di era covid begini udah ok buat seminar offline ya?
Eh maap nanya aja","Madiun, Jawa Timur"
806,Semoga tahun depan reda dah Covid ni. Amiinn,"Kedah, Malaysia"
807,"@zilaaaaah @comic_lxlc @elexmedia @HaeMiu Bolelah 👍🏻
Nanti ye, after covid 🤣🤣🤣",Jekardah
808,mau kemana-mana ga dibolehin gara-gara covid😭,mars
809,"Tambah 10 Kasus, Dominasi Terkonfirmasi Positif Asimptomatik COVID-19 https://t.co/Noo0pM2t9Y","Kutai Kartanegara, Kaltim"
810,btw belakangan udah jarang buka twitter. Nongol2 liat tweet ttg covid jd ikutan komen 😅,our Blue sign 💙
811,"Salam pramuka
#Covid_19 https://t.co/4PGMzIa8X6",Jakarta
812,@MaritaMulyaning gpp ka daripada kena covid kan lebih parah 😭,war angkasa
813,@babecabiita sekarang tuyul beralih profesi karena covid ini.. kasian bgtt,🏳️‍🌈
814,arrrrghh smua garagara covid. lol,
815,"Reposted from @ditlantas_bali Yuk, Kurangi Risiko Covid-19 Di Ruang Tertutup https://t.co/NKHpGPyyIC",Denpasar
816,@michaelleuwol ulian covid lacur ne be 3 bln sing maan service charge 😁😁😁,Bali—malang indonesia
817,@SidSidhearts @sidharth_shukla Abhi covid ke wajah se koi projects itne open nhi h,
818,@mnhudaaaaa @radenrauf @ArifPrastio13 Lg covid tapi 😓,Jaksel
819,@Loeyra3 Ga heran ya tingkat covid paling banyak di jabodetabek. Agak kasian sama orang-orang yang engga aware sama dirinya sendiri :),"Denpasar, Bali"
820,"Pas lagi liatin kasus covid dimana2...
“The real hunger games begin..”
😎😎😎",
821,Aq xfhm..knp skola xdibenarkan pkai bju sukan...knp ek?..adakah sbb klau pkai bju sukan akn dijangkiti covid-19?🤔,
822,"@prettiestjendu gara"" covid ni",𝑖𝑙𝑦 𝑘𝑜𝑎𝑙𝑎
823,"Update laporan harian Gugus Tugas Percepatan Penanganan Covid-19 Kab Cilacap, Sabtu (15/8). https://t.co/DtCkVgYYiH",Jl. Sindoro 36 Sidanegara
824,@cursedkidd malam minggu dirumah saja karena aku sadar angka positif covid smkin mningkat,Di rumah aja
825,"Polsek Pahandut Ringankan Beban Warga Kurang Mampu Terdampak Covid-19
##BeritaSampit https://t.co/ksF3NBBX8j","Kalimantan Tengah, Indonesia"
826,"@ARMYINDOVOTE Kamu juga ya min. 
Semoga kita semua bisa terhindar dari segala penyakit termasuk covid ini.
#ExaBFF #ExaARMY @BTS_twt",
827,Sampai kapan  situasi dan kondisi ini berakhir karena  PANDEMI COVID 19,"Kota Batam, Kepulauan Riau"
828,@balimadeee1 Hahahaha bisa untuk terapi sekarang itu Bli....terspi covid,Bali
829,"@infoPKU Betul min,cobaan covid belum selesai,skrng ditambah ini 😅😅",
830,@syahyanbadia Semenjak covid udah ga spesial lagi malming itu bang wkw,"Medan, Indonesia"
831,"@republic Bhikari Free Mein Bijli Pani Dene wala tha, kya hua? People of Delhi Got Riots and CoVid",
832,Aku dah start rindu sia nk buat show kt sekolah ;) heih.. psl covid la aku tak dpt buat  -_-,Somewhere
833,"DIRGAHAYU REPUBLIK INDONESIA
#Indonesia Maju
#JagapersatuanIndonesia dan toleransi
#Ganyang Covid https://t.co/JCnmOAonst",Mabesal TNI AL CILANGKAP
834,"pandemi udah jalan 6 bulan bisa²nya masih ada yg tanya ke aku 
""ga covid-19 iku ncen ono opo gak se?

ku swedih dengernya 😭","Batu, Indonesia"
835,@devandrava_ Ya owoh... Tak kiro wes kuliah ndak wkwkwk 😅😂🤣 .. Bariki lulus.. Covid e rampong.. Ben ora koyo lulusan tahun iki,"Kudus, Jawa Tengah, Indonesia"
836,"@ndrewwolf @jokowi Semoga saja yg pak harapkan bisa terjadi ya.!
Tapi masalahnya covid-19 gak selesai-selesai ni😬",Indonesia
837,@raraharahapp covid gak boleh kemana mana,"Kota Medan, Sumatera Utara"
838,@lalalaperr Malminggu dijalan ketemu pasien covid meninggal😭,"Driyorejo, Indonesia"
839,Dukung perangai covid aja dulu#KAMItunggangiPandemi,MALANG EAST JAVA
840,"dah tak valid dah iklan sabun membasmi kuman 99.9% ni musim2 covid, dia taktau yang covid 0.1% tu kalau merebak habis sebenua.","Selangor, Malaysia"
841,Big thanks untuk relawan vaksin covid -19👏👏,"West Java, Indonesia"
842,Bar mana bukak area melaka musim2 covid ni,Kuala Lumpur
843,@AISA_tweets Ek taraf floods dusra taraf covid 19 pls #postponeNEETandJEE,
844,"@sunflowsinyou ga dibolehin keluar, emak gue parno gegara tetangga ada yg positif covid",Indonesia
845,Diduga Annabelle kabur dari museum akibat lelah karantina covid,
846,"@DaraNastiandari Uwes mek gur mangan. Tapi ra ngemall. Seh wedi je, wedi covid hahahaha. Tapi uwong2 wes podo biasa yaak","ÜT: -7.782942,110.35346"
847,@iceebeeaaarrrr mungkin dia pingin jadi pasien covid,
848,"COVID-19 itu nyata, tetap waspada dan disiplin protokol kesehatan ya!

#PakaiMasker
#jagajarak
#CuciTanganPakaiSabun https://t.co/PFWgNPC6Gz","ÜT: -6.187385,106.733011"
849,"@DMegasinta Kamu percaya gak, setiap hari-nya pasien covid-19 terus meningkat???",Indonesia
850,14 Pejabat Pemkot Bekasi terpapar Covid-19. #SeputariNewsRCTI https://t.co/cXsAZKWgMP,"Jakarta Capital Region, Indone"
851,"Yg lain: gk rayain 17 agust karna covid

Komplek i: hehe lomba go brrrr",
852,Reposted from @ditlantas_bali Bersepeda sehat dan aman dari “covid-19” https://t.co/3qkigvlePy,Denpasar
853,@MVrataski @501Awani Uik apa pulak i yg kena x memasal hahaha ceq mereput ja kt penang ni padia nak pi sebarkan covid 🙄,"مكة المكرمة, المملكة العربية ا"
854,"kita bersama kuat
kita bersama mampu
kita bersama lawan covid
#adiannapitupulu 
#jagajokowi https://t.co/Nk5Ejni9uc",
855,omg tawan lo kenapa baik banget pls tapi inget ini lagi covid BUT LO BAIK BANGET CAPEK https://t.co/6XIvIIM8qd,ggong.13i ︎♡
856,@InfoTangsel kalau mau lapor ada orang2 berkumpul trus membuat kegaduhan pada saat pandemi covid ini kemana ya?,Jakarta
857,@polda_humas Mari kita cegah bersama covid-19,
858,"@360noscope_exe Awalnya delete...salah info la tu?
X de...kat situ ada notis...katanya kes covid kat restoran ali maju,kl",
859,Seru kali ya kalo dua bulan lagi vaksin covid udah ketemu..,Jakarta
860,@sagarcasm Kovind ke hato Non Covid walo ka sanman,
861,Hal yang positif berarti Wabah Covid cepet berlalu bisa ketemu ngedance lagi Amin ya rabbbal amin,Indonesia
862,"@AnggikPrasetyaa Oiya gaboleh, harus yg baik baik. Semoga covid hilang agar bisa nongki blakang umm","Malang, Jawa Timur"
863,MAU DONG DISUNTIK VAKSIN COVID. BUTUH BANGET NI,
864,@adrieljoshua1 Lagi covid ga si,Indonesia
865,"@hidayat0653 Mamak byk kes positif covid ni, bahayo","Kuala Lumpur Federal Territory, Malaysia"
866,seandainya batu ponari bisa nyembuhin covid,
867,Yallah rt sebelah ada yg kena covid,
868,@chiccnuggs Claim covid tak masuk lagi kbai,"Sri Andalas, Klang"
869,"Tlng bapak pejabat d kampung kami tdk ada yg terkena covid 19 kenapa usaha kami d persulit , kami butuh untuk makan ...berfikirlah dgn hati",
870,stres bgt denger keluarga ribut krn sepupu positif covid please stay home ya gais,
871,"@ochithemochi gapapa, rebahan aja juga asiq kok ya😍👍 dari pada jj ke mall, ntar nambah"" jumlah covid kan, mending di rumah rebahan asique😍",
872,@AnggikPrasetyaa Tiati kena covid,"Malang, Jawa Timur"
873,Sebab tu juga la aku buat grab. Sehari tu kadang kadang 300km berjalan. Bermacam jenis orang jumpa. Cuma bersalaman je tak sebab covid 19,"Johor Lama, Johor"
874,"Sebuah pertanyaan aja ni, kalo penggemar konspirasi trus keluarga intinya kena covid, itu nalarnya jadi bagaimana ya?","Bali, Indonesia"
875,"Perkembangan Data Kasus Konfirmasi Covid-19
Kabupaten Bantul 
15 Agustus 2020 https://t.co/QxtgJJ4G4H","Bantul, Indonesia"
876,@Media_Selangor @AmirudinShari Alhamdulillah . teruskan usaha kita perang covid -19 rakyat Selangor terbaik 👍🏻,
877,kami tersangkut di Sri rampai😭 seram gak arr baru dapat tahun baru je tadi ada 2 orang positif covid 19,"Selangor, Malaysia"
878,"Kedah better not be pulling some covid sht now, baru nak pergi langkawi ni 😫",🇲🇾
879,@day6confess Aku era covid ndeerr,"DKI Jakarta, Indonesia"
880,@kwonbeee @Choiyuri069 @ketikreg_ covid atuh:(,
881,@sunnysinghzail1 @narendramodi @AmitShah Kyu agar covid outbreak ho gya toh tum jimedari loge,
882,"Soalnya artikelku ga ke acc, kalah saing sama yang bertemakan covid-19...
Semakin memacuu aku buat bikin artikel"" lainnya kan kalo gini 😂","Jambi, Indonesia"
883,@shitlicious Susahnya yg berkacamata kalo pake masker lensanya ngembun *foto sebelum covid ya #BiroJomblo https://t.co/XPERsKdXDu,
884,semua doktor ni pesan jangan lupa jaga diri . musim covid belum reda lagi 🥺 https://t.co/g0zds3JfSn,
885,"Mendadak males keluar kalo liat jalanan macet begitu seakan covid ini telah berlalu, makin parno sendiri sih kalo begini hadeeeeh",Jakarta
886,@FitraAmrii Wingi ono wong mati dikubur nggawe protokol covid ngunu,sidoarjo Jawa Timur
887,wih Jabar naik lagi nih Covid nya.,Bandung-PLTU Palabuhan Ratu
888,"@patrickbahenol N
Dirumah aja. Hati ini yang positif covid 19 tambah 46 orang.","Jakarta Capital Region, Indone"
889,"@setankesayangan Haha bener bgt, bgmana rasanya tinggal sebulan? 5 hari disini bosyen, mungkin karena covid 😂","Jakarta Capital Region, Indonesia"
890,Cepatlah habis covid ni dha merana sangat pakai mask ni,
891,Aku ingatkan dah reda haritu bolehla pi merata dengan member. Sekali covid buat comeback dekat semua tempat yang kami nakpi 🙃,Malaysia
892,Patah hati tiap liat berita nakes indo meninggal karena covid :(,Indonesia
893,@rahul124816 Covid mein lagi padi hai hotels ki,Doha
894,"bisa buat gue dulu ga vaksin covid nya, gue suka aja kok yg ga halal",
895,"@GoDisko Tant Marjorie kurang piknik. 

tapi kan covid ya :(",first realm
896,@intanputeri81 Lbh baik lebay drpd nyesek kena covid kan ya😂,jakarta - depok 
897,@cursedkidd malam minggu dirumah sj karena ak sadar covid makin meluas,
898,hmmm menonton film ini jd mupeng mnunggu vaksin covid kpn sleseny y:(((,Indonesia
899,"pandemi udah jalan 6 bulan bisa²nya masih ada yg tanya ke aku 
""ga covid-19 iki sakjane ono ta gak se?""

ku swedih dengernya 😭","Batu, Indonesia"
900,@OhGosshh Stay home jgn merayap. Covid makin banyak,In your head
901,"Satgas Covid-19 Ingatkan Protokol Kesehatan Saat Mengadakan Resepsi
##BeritaSampit https://t.co/WQARfeuz27","Kalimantan Tengah, Indonesia"
902,@faizwahab Ni masa sebelum covid. Datang teeus masuk ja. X pandang kiri kanan. Sekarang ni kena beratur ehh. Fuhh.,"Johor Bahru, Johor"
903,Hari belia ni nilai berita lebih penting dari update covid 19 ke?,Malaysia
904,Gw bisa gila gak bisa ke jepang gara” covid... w mw bsd merch lagi... w mw cdnya... WAAAAAA,18↑ | Proship | Minors DNI
905,"@Viebeke kalo jawaban serius sih, diajak ngobrol aja baik2. siapa tau bisa dijadikan duta covid. 🤓",Denpasar | Bali | Indonesia
906,@mikhaogung Atau BUMN mendukung penyelamatan Covid??,"Jakarta, Indonesia"
907,"Sebagai catatan, ketika menyusun anggaran ini pemerintah memproyeksikan pandemi Covid-19 akan melandai pada Juli atau Agustus 2020.",Indonesia
908,Krlh covid porra,
909,"Demam di situasi kayak gini ya bohong kalau aku bilang ga parno
Serius takut covid","Karimun, Kepulauan Riau"
910,@xaestheriellex Dahil sa covid dzai 🤣,
911,@alifdalmim Die kata pasal ali maju tutup sbb covid.. jgn sebar benda palsu la..,
912,@meggicurry AHHHHHUU SAYAAAA EXCITEDDD!!!!! Sebb crita ni sbnrnya ptut release this yearrrr tapi sebab covid 🥺🥺🥺,
913,@nuicemedia Berarti dokter2 yg meninggal karena Covid baru2 ini gaa dihitung donk Min? 😔😔😔😔😔😔😔😔😔😔,
914,"Cabut sono covid tai, bikin susah kemana2 aja anjg.","Jakarta Utara, DKI Jakarta"
915,"@tubirfess Ga takut covid, cuma takut salib",Indonesia
916,@daradinoct Dar dar lu abis baca verita berita covid tbtb jd sesek gt gasi,
917,"Mau seminar hasil, dosen pembahas positif covid. 
Ya Allah....Saya mau lulus 😭",
918,"Biasanya jam segini udah di rumah pacar, tapi gara-gara covid...ya..",
919,"Belum setaun udah ngerasain 4 musim aja. Musim kopi, musim covid, musim sepeda, musim nikah",
920,@BPPT_RI Semoga covid segera hilang dari Indonesia,
921,@cintabacot @ngalamfess Gimana2 bakso covid 1 mangkuk ato mie setan se setan2nya nih buat UTM nya?,
922,"@DivHumas_Polri Semoga dapat bermanfaat bagi masyarakat sekitar yang terdampak pandemi covid-19.

Jaya Polri",#Netizen Pro NKRI 🇮🇩
923,@Dhoye17 sosialisasi covid ke babi2 😂,"East Region, Singapore"
924,2 pekerja Mamak Ali Maju Sri Rampai (Imigresen) positif COVID-19. Pishang!,
925,"@detikcom ..fix, covid 19 juga mengganggu mental... 😔","Jakarta Pusat, DKI Jakarta"
926,"Naupangte covid positive ambulance a an escort lai  kha ka hmu a, ka khawngaih lutuk, ka trah a ti chhuak",India
927,udah rindu banget sama medan . . Please covid pergi lah 😔😔,sumatera utara . indonesia
928,"Trip perdana setelah sekian lama sandar gara2 covid, lekas membaik pariwisata di bali🙏 https://t.co/9XGjKXM7i3","Bali, Indonesia"
929,@tempodotco Terus obat Covid-19 yg dipesan sebanyak 2 juta pada Maret 2020 itu obat apaan????? https://t.co/uTkDvzYbix,
930,Ada tp seolah sdh mati kena covid 19 https://t.co/ABJz2BRM6l,
931,Ali maju tu covid ka kebersihan woi,MY
932,"Ada yang gitu gasi abis baca berita ttg covid, gejala-gejala, tbtb sesek terus ganyaman.",
933,Apa pun @tehrusli jangan takut sekarang covid season ada travel ban she wont come 😗,"Kuantan, Pahang"
934,"yang positive covid tu jiran aku, ya allah lindungi keluarga aku kat sana.","Alor Star, Kedah"
935,"gua gasiap dah dengan semua ini, KENAPASI COVID",
936,@SelasaPagi_ apa ga takut covid :(,first realm
937,"Apehal kwan aku, yg nmee bella, smua nk kahwin ni. Dh laa thun same. Tpi dkleh gi sbb masing2 org utaghaa. Tkut covid oittt💆🏻‍♀️","Marang, Terengganu"
938,"mmg betul la, aku rs changmin kawen dulu baru aku dpt album chocolate aku hahaha xD adeh knp laa kes covid makin naik ni. risau aku.",Oᖴᖴ ᖇEᗩᒪITY ᗩᑎᗪ ᖴᗩᑎTᗩᔕY ♥
939,@unnesmenfess aku mencret sama pusing aja langsung overthinking kalo covid. tolol kan? emang,"Pati, Indonesia"
940,Org dah bodoamat skrg sm covid 🙂,Indonesia
941,@farissahanim Buat masa sekarang ni. Covid tinggi. Makcik aku nurse dkt penang belah pulau. Dia yang pesan.,
942,entahlaa harini geram tengok parents yang bawak kids tak pakaikan mask. memang korang je kan yang taknak kena covid while your kids?,"Johor Bahru, Johor"
943,((Rumah sakit manipulasi pasien covid biar dapet duit banyak)) 🙄🙄🙄 https://t.co/LtcNfJYJ9S,
944,Mandi sungai tak ingat dunia sampai lupa ada covid,
945,"Yuk tetap ikuti protokol kesehatan untuk mencegah penyebaran virus covid-19 😉

#KKNDRUINJAKARTA
#KKNDR103ADICARA https://t.co/vNWZiwtWwS","Bogor, Indonesia."
946,"@avogattoo Ngga ah, ntar nularin covid di tahun itu","Bogor, Jawa Barat"
947,@h0tn00dle @bucinnonu Abis mukul gong langsung kena covid satu rombongan,
948,Emak gua tuh emg suka banget dah nge cancel pas mepet waktu. Udh tau Covid begini pasti mall tutupnya cpt lah,jkt
949,gaes...kasus positif #COVID__19  di Riau blm juga turun.. hari ini tambah 41 kasus baru lagi..,"Riau, Indonesia"
950,"@detikcom Maksudnya setelah dicium, jenazahnya positif covid?","DKI Jakarta, Indonesia"
951,@PEGADAIANSYARIA mohon info apakah ada gerai pegadaian syariah yg buka selama masa covid di BSD atau sekitar nya..?,
952,@citizentvkenya Covid 19 distribution in nakuru,
953,"@FarOutAkhtar @ArtStationHQ 🐍 saap🐍 dasega tereko. Covid hoga tereko. 
Rhea ko support maat karo.","Kolkata, India"
954,"Menyambut kemerdekaan berharap masalah sosial, himpitan ekonomi dan pasukan covid tidak ikut berbaris",
955,"@kyuulattte isolasi mandiri 14 hari dulu, takutnya mebawa virus covid 19",where am i?
956,@roseroselim97 Karena waktu itu malay duluan yg konfirm :( eeeeh batal karena covid😭,
957,"@xxxfun0 ku tun dpn baru lulus, tp sampe skrng blum bisa ketawa bareng bareng lagi krna covid",
958,"Update Data Pandemi Covid-19 di Kabupaten Bandung, Sabtu 15 Agustus 2020. https://t.co/FAecSEMkk8","Bandung, Jawa Barat"
959,"baru nampak impak covid, jarang2 aku melepu sebulan kat rumah",johor
960,@takoyakihime127 @dianptw @detikcom emang rapid test bisa mengetahui positif covid? pemerintahnya sendiri meragukan kenapa anda yakin?,
961,@lastpili alhamdulillah 🙏🏻 sblm piknik tes covid dulu 🙂,
962,"Saya bagi harga special “RM45k” sempena covid ni, kalau takde covid harga berapo pula 😂",
963,Silap-silap eskavasi tak jadi ni nanti sbb covid kat Kedah meningkat 🙂,"Kedah, 🇲🇾"
964,@BunnyDoy12 Gamau nanti kena covid😝,
965,@harangxxy Takkan la sebb covid terus taknak mengaku orang kedah hmm... We need to sayang and protect kedah laa. 😂,
966,"@Taroterbaekk_ jdi kangen ykan tpi sygnya dah llus, kecepetn gra2 covid",indonesia
967,"@retroheroinee @ajiwar Keep strong, dan semoga tuhan menjauhkan lingkungan kita dri Covid ya mba...",Yogyakarta
968,@catatankakihati @DivHumas_Polri @yanmas_reskrim Semoga ini ustadz g kena covid 19.,"Kota Jambi, Jambi"
969,Muka dah naik balik miss j area bawah dagu. Nasib miss j tak bawak mati mcm covid 😫,
970,Sesetengah kat malaysia ni mmg kebal covid ek.. relax korang ni tak pakai mask. Okay,"Johore, Malaysia"
971,@Tituz83 Nah! Ke mpa ke bua nnete fela. Chelete ya COVID-19 e jewe ke bona ba le bang. Rona hara fumana le ha e sele sente e ntjho!,Johannesburg 
972,Rasanya yg positif covid makin byk deket rumah. Takuttt,
973,@kompascom yang lucu. di luar negri siap siap antisipasi covid waktu febuari dan maret 2020 di sini jd lawakan !,
974,"kalau nakes nakes pada terkonfirmasi positif covid, RS pada di tutup trus kowe iseh arep muni ? halah korona korona opo. 😩😩",Yogyakarta
975,"Selama covid dompet kosong, notif hp kosong, hati juga makin kosong 💔","Kalimantan Barat, Indonesia"
976,@501Awani @kamarulbahrin Pasal apa? Covid ke kotor? Saya dah la makan dekat sana minggu lepas. Cuak dah ni,"Ipoh, Perak"
977,"Arwaru a COVID_19 mongererkete na 515 na gukinyiria arwaru 29,849 https://t.co/OlcR7Slr8f","Nairobi, Kenya"
978,@dayatia dok mau tanya apakah RSUI masih menerima perawatan pasien Covid? Apakah sy bisa dm dok?,
979,@hawazuun Ngumah bae lah go batir aku. Ngko covid rampung bisa dolan dolan bareng,Banyumas 
980,Org Kedah knpe meningkat dgn tinggi kes covid nii??Tlg lawan covid nii #KitaMestiMenang https://t.co/kmXKJKLXXt,
981,@akmalmohdnor Hahahaha. Itulah. Dalam sejarah since covid ni paling murah😂😂😂😂. Aku pejam mataaaaaa je ni,"Kulai, Johor"
982,@sitihairul langsung kontra sama yg masih asik2 ga paham bhw covid itu nyata. Gemes gregeten dan ........,"Yogyakarta, Indonesia"
983,@501Awani Tutup sebab kotor atau covid ni,KL
984,nampaknya covid-19 tidak bisa menyerang selebgram ya,Indonesia
985,@Tandaza_fc @musaongori Musa huwa mngori tu. Admin tumia yeye kitu ya covid,"Loreburn No. 254, Saskatchewan"
986,"KEGIATAN SOSIALISI KEPADA MASYARAKAT DALAM MENCEGAH PENYEBARAN VIRUS COVID 19
@Puspen_TNI 
@Kodam17Cen https://t.co/RWji8igntv",
987,@rusa_putih Wow ! Last2 balik dri Btu da covid 😓,"Bintulu, Sarawak"
