,tweet,asal_tweet
668,malam ini jika tidak ada corona anda akan terjebak atau tidak bisa masuk ke rumah karena MALAM TIRAKATAN,"Kota Surabaya, Jawa Timur"
669,yg dipipi corona,pluto
670,Grgr corona kerjaan w kalo lg day off cuma rebahan doang,Indonesia
671,Kalong ap kolong sih corona,Jakarta
672,Corona oyy bisa bisanya masih lomba lomba,
673,memang nasib percaya corona,lembayung senja
674,seruu tpi kan corona ak tkut gtu,ncity
675,Corona kitne aadmi the NTA 25 lakh Sardar SurakshaBeforePariksha,
676,Rebahan males bgt grgr corona gabisa liburan,raa's
677,Saya berharap virus corona cepat hilang amin begitupun kelompok nya said didu,
678,Penginnya ngerasain kaya gini lagi eh corona HUTRI75,
679,buat yg ga respect lg sm corona anjing,
680,Prasakbar Aku mbacanya Corona njirrr,"Surakarta, Jawa Tengah"
681,Off job MC kampung malam tasyakuran karena corona kangen makan nasi kotak bareng orang sekampung hmmm covid19 go away,Surabaya
682,Iyaa sudah seganas itu masih ajaaa even Corona jd feelin offended karena ga dianggap,Jakarta. Indonesia
683,Korelasi corona sm org pd nikah apa ya,
684,Itu obat Corona udah ketemu di Unair Itu udah ada yg sembuh katanya,
685,WOI LU SEMUA JANGAN CUMAN NGURUSIN PTN PTN TERUS JAGA KESEHATAN BROW ITU CORONA TIAP HARI NAMBAH DUA REBUU STAY SAFE SEMUAAAA,
686,Corona kapan kelar si,
687,Jihan mulih tek corona iki wkwk,"Yogyakarta, Indonesia"
688,Sekolah libur biar corona gk nyebar Orang paling berpendidikan ngumpul semua d sini Mantaaaap,"Yogyakarta, Indonesia"
689,Ajig naha kudu aya Corona,
690,Alhamdulillahhh dosbingku baik bangett ini kalau nggak corona udah wisuda kemarin awal tahun,"Kota Semarang , Indonesia "
691,Corona gk boleh ngumpul yh anjrot ini malah muk ngumpul bikin vidio buat lomba sekolah,.+* good vibes only 
692,siapa yg muk ikut ngelilingin kota gausahlah ya kan lagi corona ngamen w,myself.
693,corona ketemu ka as juga melempem,pengen jco ueueue
694,Kalo positif corona bahaya v,
695,Di Thailand apa udah gada Corona ya,
696,Shadi b ni krogi kya,Ghar Pe 😌
697,GMW AH CORONA,cogan
698,Corona anjibbbb astagfirullah,Location unknow
699,uwaa asikk tp tetep stay safe ya lagi corona kek gini,bibbidi-bobbidi-boo!! 
700,Diketawain corona satu koloni lu pada,
701,Yg ada awas corona,Lagi terkena LOCKDOWN
702,Binti wa Rais Putin wa Urusi Amepewa Chanjo ya Corona,"Dar es Salaam, Tanzania"
703,Geng2 wartawan ni kebal ke eh terhadap Corona Virus,"Kedah,Malaysia,Earth"
704,Corona dimedan ada g sih,"Medan, Indonesia"
705,Corona dirumah gabut stress gila Aku masih di tahap gabut masih lama untuk gila,"Kalimantan Timur, Indonesia"
706,corona dong cantik,
707,Sekejam apapun corona aku tetap open kak,selective 
708,Dio corona 20 itokolezee,"Kisumu, Kenya"
709,Corona bajingan,AOMG's secretary room
710,mudik pake corona,eclipse
711,Ini corona masih ada ga sih,disini sini aja 
712,Kan pada mau merayakan puncak corona di puncak lawu mom,kosan bawah tol
713,padahal rencana akhir tahun ke thailand kalo corona gini mana sempat keburu telat,19.
714,Pen ikut upacara 17an Gara2 corona ga bisa hwuaaa malam ini seharusnya pawai obor juga jadi rebahan doang,
715,Corona mantau,
716,Kafir Gratis acar alami,
717,sama mau ketemu tpi masi corona,rakan.♡̷
718,noona Lagi corona kakkkk bingung nabung gimana uang jajan kan ga dikasih,
719,Bosen bangett hidup gini2 aja mau ke Suriah belum boleh masih Corona,Citayam Depok
720,Beneerr banget Berasa paket unlimited yang nikahan jaman corona ini kaga ada abisnyaaa,
721,Oalah dah sempet tryout yaa Aku lulusan 2019 nih angkatan corona emg strong,
722,Kalo kite rajin cuci tangan corona bakalan ilang,
723,k PSG kalau juara cempyen pasti di sebut juara cempyen jalur corona,"Bogor, Jawa Barat"
724,Gilaaaa Pd ga takut kena corona apa ya,Yogyakarta
725,gi corona kak harus social distancing,O5'
726,tidak butuh dokter dan perawat kita hanya butuh lelaki ini untuk menghentikan corona,wonpil ☾
727,Na corona fix ik DnB TD op VUB campus,Knokke-Heist & bxl
728,Positif thinking aja daripada positif corona,"heca, Indonesia"
729,hum sama ssay pgn ketemu tpi masih corona,rakan.♡̷
730,Pemerintah harus tau pria ini exist agar kita bisa menghentikan corona,
731,kembalian indomaret selama corona,
732,gausah lagi corona syg,
733,Corona ngak ada harga diri diindonesia,Jakarta
734,Apakah anda sadar bahwa corona sudah setengah tahun,
735,CORONA SEMENTARA KEMERDEKAAN SELAMANYA DirgahayuIndonesia75th,
736,Keo tlhwafaletse maan reka 6 ya Corona daar re blome,"Rustenburg, South Africa"
737,Sama bang gue rela udah 1 tahun lebih gak pulang kampung karena takut nanti orang tua di rumah terkena corona,+62
738,ak muk bljar tp ga di kasih izin ktnya msih corona,
739,Jadi obat corona uner tuh masuknya apa,labtek8
740,Nnt abis corona,
741,Iya ih corona bgsd,zona nyaman
742,Tak pikir sambil ngopi dulu bro wkwk musim corona ini jadi mikir macem2 malahan,
743,sama ssay mau ketemu tpi masi corona,rakan.♡̷
744,Ketemu temen abis corona kelar be lyke,
745,asli kalau ga ada corona bisa ngelatih paski kelas 11 dah terus sama ngelatih pengibaran 10 november buat kelas 10,exo planet 
746,Gak ada acara gak ada kegiatan juga mudah2an tahun depan bisa merayakan 17an seperti tahun2 sebelum corona datang,Jakarta Capital Region
747,Besok riding kemerdekaan bnyk acara bnyk hadiah ugak pasti bnyk manusie gak Jadi bimbang pula Corona ni dah slsai belom bahhh,"Pontianak, Kalimantan Barat"
748,Tnpa sadar sudah setengah tahun di jajah corona Emang bngsat ini virus,"Purwokerto Timur, Indonesia"
749,corona gini rame amat yang bikin usaha musiman atau bertahan lama nih,
750,semoga Corona cepet kelar yaallah dah itu aja,bumi
751,terimakasi sudah ngapelin setelah sekian bulan ldr gr gr corona,
752,Iku ning pasar bubrah tho berarti demit demit ora iso keno corona paham,
753,gak kerasa corona udah setengah tahun dan ternyata kita juga gini gini aja wkwk,"Surakarta, Jawa Tengah"
754,Iyh jgn lg corona,
755,asal jangan jauh2 aja wkwkwkwkwk bisi kena corona,indonesia
756,penanganan corona pikirin nies begituan di urusin,
757,One step closer puter2 yg building tapi nunggu corona selsai yang gatau sampe kapan,"Adelaide, South Australia"
758,Mantap deh Indonesia dikasi kado obat corona Wkwk,Indonesia
759,SurakshaBeforePariksha kya Corona khatam Jo exam liye jaa rahe hai ugc aktu,
760,Apa Corona sudah selesai,Jakarta
761,Mit dem Toyota Corona,"Wien, Österreich"
762,Agar hm corona se mar gye to hmari himmewari NTa lega kya SurakshaBeforePariksha,
763,bayaran demo cm 150rb sj gk sepadan klo kena virus corona mending nonton drakor,
764,Selesai corona a,BDO
765,Karena lagi corona jadi besok balap karungnya make google zoom aja,bojongkenyot
766,Dama koyar dasu kukayi akan yadda zasu Inganta koyo da koyarwa don Inganta Ilimin Yara yafi wnn yaudarar da sunan Corona,"Kano, Nigeria"
767,Efek Corona hobi kembang2an hobi sepedaan dan hobi makan,
768,Corona gaole nggowo tamu,"Kota Surabaya, Jawa Timur"
769,ga sadar corona udh stangah tahun,zzz
770,Raharjo Bismillah Semoga Jawa Tengah dan Indonesia Cepat mentas dari Pageblug Pandemi Corona cpt berakhir Aminn DoaNetijen,
771,apa kabar teman teman ekstrovert yang ngebet nongki tapi tetep stay di rumah karena parno corona angkanya ga turun turun,Planet yang sesak oleh rasa
772,Corona inaendelea kuwa shida nchi za wenzetu,
773,Kwkwkkw corona ga onk ajine ngene nang wong2 kene wkkwk,Kota pahlawan
774,ada corona aja lembang macet banget apalagi kalau ga ada,
775,Corona apa kabar,
776,Hihiiw aestetik bet minumannya goodsnya juga ucuul siaapp semoga corona cepet2 perginyaa huhu,
777,orang2 sekitar rumah gue apa gak takut corona apa gmn sih yaAllah malah pd kumpul2,everythingoes
778,rencana jadi paskibra di sekolah tapii Corona gini hahaha,saturn
779,Yakan biar nd kena corona,"Kalimantan Barat, Indonesia"
780,Ngeri sedep potong rambut di barbar pas masa corona begini Curiga tuh spray nya dicampurin antis disinfektan,三宝垄
781,Corona virus tersenyum melihat ini,sebelah taman Eden 
782,tau woi ini corona naiknya udh sampe 2000 gila,
783,Kek ndak ada corona disana,dimana ya? 
784,kalo ditimbun pas kemarin corona awal pasti aku kaya sekarang gadengg sensi suka marah marah bukan masker,
785,Corona cepat pulkam biar sekul oflen,
786,Sebenernya seru ya nggunung pas agustusan Tpi ini kan msh corona su mana umpel umpelan ya frik,"Bangkok, Thailand"
787,DIBEKEP AMA KIMING DIRUMAH GEGARA CORONA HUWAAAAAAAAAAAA,𝐌𝐔𝐋𝐓𝐈𝐅𝐀𝐍𝐃𝐎𝐌
788,Seriously masih corona gini pada ngumpul2 Banyak banget jalan yg ditutup buat ngerayain malem 17an,EXO PLANET 
789,Abis corona deh insyaallah,Surabaya
790,Ya allah allhamdullilah semoga lancar dahh ilang dah corona dari ini negeri,대한민국 대구
791,losss kenek corona,
792,gt trs smpe corona pergi,tenang disurga gausa ganggu
793,Hati2 corona,
794,Tiga pilar pemerintah Jakarta Pusat Dalam Rangka Marbon Cegah Corona,
795,realisasikan lgi abis corona riz,
796,Raharjo DoaNetijen Semoga wabah corona segera berlalu dari bumi ini Kangen hidup normal,
797,Sabahtan beri 40 Pcr testim yok yok corona yok,"Isparta Merkez, Isparta"
798,positif corona urusan belakangan ya,
799,tapi corona hmm,
800,Sekolah Online Pilkada Offline Ngurus Corona lalai Cuk anakkampung,"Malang, Jawa Timur"
801,males ih corona wkwk,"Kalimantan Timur, Indonesia"
802,Raharjo Bismillah Semoga jawa tengah semakin maju dan pandemic corona di indonesia segera berakhir Aamiin DoaNetijen,
803,rach chan Asikk berangkaaaat Semoga corona segera menjauh dan dia semakin mendekat aamiin,"Depok, Indonesia"
804,Corona Jomblo Lawu uwuuu,
805,Nyaa ya gona bojalwa so hagona Corona Ya rona corona e bonnwa ko bojalweng,
806,Jeka01 Info MAKASSAR Memangnya corona transmisinya penularannya alam dgn manusia Manusia to manusia,Ambon - Makassar  - Ambon 
807,Knp semenjak corona aku jd suka makan yaa,"Bandung, Indonesia"
808,semoga cepat bertemu lagi bkl alias CORONA NAGAJUSEYO,Yulje
809,cororong Engga corona,
810,Marijo cuci tangan supaya nda kena corona,
811,Corona ambil buff kalo kek gini,+62 IND
812,ANJROT NAYYOT KITA SAMA SADGIRLS MARI BERPELUKAN EH CORONA JGN PELUK,태 ♡⠁ 국 𝐦𝐲 세계 ৎ
813,beres corona kayy,"Malmo, Sweden"
814,Dikira corona ga ada di gunung kali ya,Indonesia
815,Corona udahan yuk ane pengen STUDY TOUR,
816,bacanya corona dong,myself.
817,Selaaammm pazar Corona COVID19,sanane
818,rebahan tuk mngurangi corona,
819,Sahabat aing kena corona dong shock,Manchester City
820,Keknya gak pensi sih menk rest aja bentar nunggu corona ni normal lagi,intovert.
821,btw katanya dibumi lagi kena corona yea,"Cirebon Utara, Indonesia"
822,hmmmch kyk a sich gx ad soal a corona,carat baru .
823,Gak jaga jarak Tp apa ada corona digunung,
824,Chora kaha hua he Aksr mjse milne ati he hm log ghumne jate he bs corona ki wja se zra skun se bethe hue he,Between the pages of the books
825,Eduuuuunnnn corona cooyy,"Surabaya, Yogyakarta, Bandung"
826,HAHAHAHA AKU BUNCIT SEMENJAK CORONA MAKAN TEROS,selective.co
827,cuma ta pe perasaan ato memang ni selama corona ini orang orang so abis wisuda deng nikah samua e,"Sulawesi Utara, Indonesia"
828,corona ueueue,🏳️‍🌈
829,Moon maap ini mah Corona bukan issue heyyyy,
830,cok demit e kono yo wegah kenek corona cokk,"Ponorogo, Indonesia"
831,So wey corona seh no school in September,
832,Nunggu ova boku no hero kek nunggu corona kelar lama,"Jakarta Barat, DKI Jakarta"
833,Cah senja gak wedi Corona,Karang Kadempel
834,AAAA MAKASIH BANYAAKKK huhu pengen ketemu taehyung nanti tapi masih corona semoga cepet berakhir yaaa TYSM AND ILY,✰ fanacc! mostly ab6ix
835,sejiwa Ayo geluddd biar corona aja yang cepet2 damai,"Edinburgh, Scotland"
836,Karna lagi corona ya yank,cbkist🌈
837,Karna lagi corona ya yank,cbkist🌈
838,Momken b3d el corona 7d yfkarny en mashtmsh kteer asl Begad eh dah,astroworld
839,corona astaghfirullah aku gakuat,"Jawa Timur, Indonesia"
840,Yo corona yo dangdutan yo cidro,
841,Iyaaa sepi tumben masih takut corona hehehe,"Jakarta Barat, DKI Jakarta"
842,conan anjeng bukan corona,
843,Corona vasthey ikada kakunda telagana poi treatment cheinchukuney meku ikada mla ga undey arhatha undhi antara,"Kakinada, India"
844,Usirrr gihhh corona nya hahahha,"Malang, Jawa Timur"
845,Lomba negara mana yang cepat mengusir corona,"Bandar Lampung, Lampung"
846,Ga ada corona aja males ikutan lomba agustusan gimana lagi begini wkwk mending rebahan aja,Indonesia
847,Kanka Corona,
848,apalagi sm bu titi ngga corona aj susah ditemui,Surakarta
849,Ayodhaya mandir per ilahabadi kuch nhi bola kya aatma ko corona ho gya,
850,Sebelum corona menyerang v,Indonesia
851,sedih bgt i was supposed to be wandering around europe in december tp corona bangsattttttt,
852,Corona ilang si lu ahh ngeribetin gua aja luu,
853,0786 Dhongi wala hua tha corona,"Mumbai, India"
854,abis corona kita harus meet up ajak ms aul ama ms di,armyzen
855,Yang cakap tu mesti Kene Corona dia jadi tak betul,
856,EH CORONA GA BISA ILANG APA YAK,brightwin ♡
857,sumpah aku denger org nangis sm ketawa kemaren ada apa dengan corona dan hantu,berpulang — #PENGABDIWOOSEOK
858,Hiburan mamak mamak jaman corona,"Jakarta Capital Region, Indone"
859,Corona Indonesia,
860,Corona Mere ko bhi clg jana h tumhare sath,"Pune, India"
861,Kemungkinan corona selesai kak,"┊❥ chasya
┊❥ zuy  
☪︎obat : ijahh
#9ØTCHA 
#Ꮆ̤ÄCRÚX 
#MÅN9QÏ
#HALCŸØN"
862,No dur raho corona ha karachi walo me,Chand par 💜💯
863,KANGEN BGT KE MIROTA LG BERSAMA dan ngeracunin dia beli mekap semoga corona cpad klarrr,
864,Kalo di Papua pst lgsg Tembak ya,Saya di Indonesia
865,Maaf aku masih takut corona,Southern Sea
866,mjukuu safii Shida ni enye hakuna after corona,"Nairobi, Kenya"
867,Merayakan kegagalan negeri tercinta melawan corona,kosan bawah tol
868,Raharjo Semoga Jawa Tengah dan Indonesia segera bebas dari Corona Amin,
869,gabisa nak lagi corona,𝖓𝖈𝖙.𝖉𝖆𝖞6.𝖝1
870,Mendaki dahulu Corona kemudian,"Lengkong, Indonesia"
871,Akeh kancane kak do angslup orderan Melu mudik mahasiswa je Wedi corona duhhh,Sleman is Wonderful
872,Kan ada corona,Bandung
873,lagi corona mak,𝖓𝖈𝖙.𝖉𝖆𝖞6.𝖝1
874,Yg ngaku gaji dikit pdhl insentf corona mengalir deras Ha ha ha kang buli,"Malang, Jawa Timur"
875,corona kan gk ada santuyyy,
876,Tadi pagi2 liat berita aja bahasnya Libur Panjang ditengah wabah corona,Jakarta
877,Cepet dh corona ilang pen sekul ni,carat land
878,kena corona,your mind
879,Takmolah corona corona,
880,Corona g ada harga dirinya wui,
881,zzur pgn ketemu hiks tpi masih corona,rakan.♡̷
882,Tos sikut lg corona,Indonesia
883,Mau berobat takutnya di bilang corona,
884,sama pgn ketemu tpi msih corona,rakan.♡̷
885,Berharap sama kamu mah udah kaya berharap corona hilang dari muka bumi gak pasti,"Ciamis, Jawa Barat, Indonesia"
886,gilakkkk sehhh corona berkumpul,
887,Masa kata kak ipa ada corona online inila perkara vc terus kan haha,Indonesia
888,jurus pendekar mabok dipakai sampai2 ikut cari virus corona James Bond pasti ketawa,"Jakarta, Indonesia"
889,Angkatan corona hadir,
890,Tiap detik soalnya ga bs ketemu gara gara corona,
891,2020 selain tahun corona dan yg pacaran lama tapi nikahnya sama yg lain apa lagi kejadian hebohnya,Sosnovka Military Base
892,gaada bro kan masih corona,15 | she/her | pa—fa 
893,Karen tuh org us yg ga percaya corona sm rasis itu ga sih cmiiw,
894,itu yg pd ke warpat gatkut apa ama corona,
895,Kangen Meet Up nih Corona oh corona,"Jakarta Capital Region, Indone"
896,corona harus kelar nih biar bisa meet tanpa perlu rapid test,
897,Corona juga gamau kedaerah sini mah tau,all around the world
898,KENAPA SEMUA UDAH PADA KELUAR GAK PAKE MASKER NJING PERASAAN KASUS CORONA MASIH ADA,
899,andai corona itu manusia sumpah pengen banget banget ketemu,
900,sama dan takut corona,she/her | bad at dms 
901,apakah makna hari merdeka kalo kita aja saat ini belum bisa merdeka dari Corona,"Malang, Jawa Timur"
902,CORONA ILANG DONG GUE MAKIN MISKIN NIH,caratland atau exo planet
903,hadeeh nek aku ngga ada corona pun ogah mending pas low season,Pati-Indonesia
904,Aku malah blm pernah crist waktu itu mau kesana keburu corona,Cravity Only
905,Gak kerasa udah setengah tahun aja drama corona,"Kalimantan Timur, Indonesia"
906,HAH aduh sedih bgt blm mulai foto udh keburu corona ya,Jakarta
907,owshidmeh kalo gua zoom ada corona nempel disitu tuh tiati bre,
908,Jangan2 obat Corona adalah Kecoro,
909,Corona tertawa melihat ini,kidul mepet sawah
910,yok dek kalo gak ada halangan tapi nunggu corona reda ini,
911,rwanda Rega ariya masaaha Corona ibayaje mu mirimo yayo kd nayo ikeneye urumuri why not,
912,temen2 gue pd sibuk ngurusin buat 17 an besok lah dirumah ak gak di adain dulu tahun ini grgr corona dirumah kalian ada apa gak,Bumi tercinta
913,Corona allo orang orang goblok,Yahudi
914,Corona anjing,
915,SurakshaBeforePariksha aa gaya hai Waqt New India ka baccho ke liye prti appna farz nibahne ka no exam in peak time Corona,
916,cricket Haaaaa Corona ke waja sai in ground ka bahi Hotel hai is lia,پاکستان
917,Memperingati hari corona merdeka Wkwk,
918,ini masalahnye corona kapan kelarnya,
919,Coba aja ga ada corona pasti sekarang aku sama temen2ku yg jadi panitia agustusan lagi sibuk nyiapin semua keperluan acara agustusan,Malang
920,blm ijin mo main ae emak w udah ngomong duluan kamu gaboleh kemana mana ya sampe corona ilang,
921,Corona kapan ilang Gue pengen main sama temen temen gue nyott,taekook au ☞
922,Nanti aku belajar pede Kalo udah ga corona,
923,obat corona punya unair dkk beneran obat ngga si,Santiago Bernabeu
924,Di bar nya jrx udah dari kapan konser pas corona wlwk,
925,maunya cuz brgkt tp gk tau ijinnya boleh nggak klo corona gini,"Kota Surabaya, Jawa Timur"
926,3 anak gabut yang mencoba mengisi waktu luang di saat corona,"Bandung, Jawa Barat"
927,Kapan kalo Corona dah ilang ketemu di Semarang,
928,Delok o presiden AS dadi menko wis raono ambune corona,"Tangerang, Indonesia"
929,Gazzz hbs corona,
930,Corona sudah hilang di sana,"Pasar Minggu, Indonesia"
931,lagi corona say,selective | read carrd byf
932,Yang Laen mah takut nya Ama Corona Gue mah takut nya dia nyaman sama yang lain,Bekasi 
933,My mom nanya knp skrg jarang ngegofood Takut Corona Aku jawab bukan karena Corona mah Ya gada artos aja,
934,kadang parno bgt sm corona tp bsknya ttp aja main,"West Java, Indonesia"
935,Tadi naik maxim sedih gw mah masih banyak pengikut paham corona tu konspirasi driver maxim,Pekanbaru-Yogyakarta
936,Di tempat aku baru bet ada kasus tetangga kena corona jd ga diadain acara 17 an nder,
937,tika hati hati corona,bali
938,yaallah kgn bgt ayodong ilangin corona nya hamba cape nahan kgn mulai bulan april kmrn,
939,kekalahan barcelona melawan bayer ibarat virus corona yg cepet menyebar,New 👇🏻
940,Corona masih beredar Lebih baik stay dirumah,NSA
941,Corona sampe pemilihan selanjutnya,"Palu, Sulawesi Tengah"
942,Bisa DM buat kalung anti corona nya kebetulan saya jual,"Bandung, 🇮🇩"
943,lupa corona ni,bikini bottom
944,orr ye sb corona ke kaal me ho rha h,
945,semenjak corona jadi phobia sama kerumunan,"Ciamis, Jawa Barat"
946,Grand indonesia udh lama sekali gak ke sana semenjak corona,"DKI Jakarta, Indonesia"
947,Iya itu utamanya selanjutnya impact dari itu krn corona badan melar hahaha,"West Java, Indonesia"
948,Kafir didu sampah,"Klaten, Jawa Tengah"
949,Sekarang kalau ketemu saudara jauh yang ditanya pertama kali kabar corona di tempat masing New normal,
950,Kalo ada pengen ngmg corona anjing,
951,Ditunda dan tanpa kabar lagi gara2 corona,somewhere around +62 21
952,Gpp drpd kena corona,
953,Soalnya mereka nikahnya pada di inden sebelum corona cik jadi skrg kayak grudukan gitu nikahnya,"Kota Semarang, Jawa Tengah"
954,aku ngerasa hidupku sperti di wattpad sblm ad Corona,
955,Udah akrab amat yaaa sama corona,Ravenclaw’s dorm
956,aman gautam alakh Ooo toh Corona bss andr h Bahar thori h,
957,Selama corona mall tutup kakak kakak Jenius di mall ngapain ya,Raftel
958,irawan Corona menangis melihatnya,idn
959,mero regular rakhsi supply pasal banda thio so i had to go so far ani tya ni kei theyena corona le garda re muji,she/they| queer
960,bearr Pas corona udh reda,🇮🇩
961,1996 Perang lawan Corona Eh lupa udah damai yah,
962,sep 1 orang ada yg Corona kena semua,
963,Msh berjibaku dgn Corona,"Jawa Timur, Indonesia"
964,Pengen travelling lagi tapi corona,Selective
965,itu rang orang yg lagi liburan ama jalan gak takut ama corona apa gimana apa punya nyawa cadangan kelen kontol,"Pekan Baru, Riau"
966,Rebut jenazah positif corona terus kena corona malah nangis2 Mereka udah ga waras kek nya,
967,ampun dehpii corona ga ilang2 huhuu,
968,belom emg nunggu kelarr corona gtt,a dreamzen and aeri
969,Mau weight training lagiii tapi masi corona hshshs,
970,Corona kapan selese si main jauh dilarang baee nii na ehh corona,
971,bgst org cape2 ngusir corona ini dia menjemput corona dg sukacita dan riang gembira WKWKWK,
972,tahun ini gagal lagi jadi paskibraka karna corona merasa gagal berbakti sama negara,dihati Jaehyun
973,nunggu corona selesai,jungkook-soobin🐰
974,Sahi h Corona free,
975,Kok ada kan lagi Corona wkwk eh tapi bisa aja sih asal tetap mematuhi protokol kesehatan,Indonesia
976,Paracetamol dulu sampe 1 minggu nder Kalau masih sakit itu bukan corona kok Sakit karena kurang duit doang itumah,
977,Lagu Corona gk blh hyung,Blue Earth
978,Lagi corona gaboleh nyentuh kutabok gaib aja dia,Hogwarts
979,Wayah corona kok ngadakke malam tirakatan harang ki lho,Gunungsawo
980,Dan mereka berharap corona segera berakhir,
981,msh takut sm corona aih,DanBam
982,Corona kapan kau pergi aku pingin hidup seperti sedia kala,"Gedangan, Indonesia"
983,Ya maap saya menghindari corona,"Kediri, Jawa Timur"
984,Oh ini long weekend Kirain masih corona Update seorang dokter di igs nya Ya Allah yg kuat semuanya,utopia
985,Belum tau kapannya semoga abis corona Nmb biasanya cepet dari ngumumin ke gradconnya,somewhere around +62 21
986,jalur corona diem,
987,Boro boro pas gada corona aja meni sepi euy gangan rumah aing,
988,Marah2 aja terus sampe corona selesai,
989,Buang jauh jauh corona tu pakai sanitizer,"Jerantut, Pahang"
990,Corona Kashayam,"Tamil Nadu, India"
991,ye bodo kang aku nak salam dia cakap corona lak ha sudah,
992,ibu icha pengen banget ya ajak lah kan corona oia kasian deh hahahahahaha,
993,Online ke offline yuk corona buruan pergi,Capitol
994,Di puncak aja gaada corona my,"DKI Jakarta, Indonesia"
995,mergo corona nganti lali turu bareng pacarku,
996,Corona khatam ho tu gym jaun,
997,Liat ig story medantalk bertabur caption corona menangis melihat ini pada takabbur ya orang2,Indonesia
998,lo tau gak masi ada corona pekok,
999,Corona udh ilang yak Masa tetangga gua nikahan tamunya pada ga make masker Kesel bat jic,
1000,kemaren pas april itu corona lg parah bgt jadi gabisa ngapa ngapainn,
1001,Seblak corona mau,
1002,tunggu corona abis ya,jakarta selatan
1003,Blum boleh msi corona,reading webtoon
1004,Huhu berarti harus menahan rasa sakit sampai corona zero case ya,kyungsoo & jaemin heart ❤
1005,Menjelang 1 suro ke Lawu Paling nggak baliknya kena corona,Jambi - Yogyakarta 📍
1006,Corona mukbang melihat ini,"Bawen, Indonesia"
1007,Efek corona,Banyuwangi
1008,Besok hari senin amp besok tanggal 17 kalo gada corona pasti upacaranya syahdu tepat di hari senin,Jakarta Timur
1009,Semoga tanggal 17 Agustus Besok Indonesia Merdeka Dengan Virus Corona,"Jawa Timur, Indonesia"
1010,tapi jangan deket banget yh takut corona,
1011,Pak ini lho jalan2 trs pdhl masih corona dibeleh aja ini pak warga cimahi,Internet
1012,Pergerakanku yg terbatas corona dimana2 dan cintaku yg tak terbalas alias jomblo hahaha,"Kebayoran Lama, Indonesia"
1013,Kangen gang ditutup untuk tirakatan Sebelum corona menyerang tiap malm 17an menghindari pulang malam karna pasti gk dpet jalan,
1014,Kalau sekarang di tiadakan gara2 corona sbg gantinya kerja bakti mlm2,"Malang, Jawa Timur"
1015,minggu depan kerja cuman selasa rabu doang andai tidak corona pasti sudah merencanakan liburan,
1016,Cuman gara2 corona 17an jadi gak seru Eee malah km nya jga ikutan gak seru anjinc emang,"Klaten, Jawa Tengah, Indonesia"
1017,Waktunya kapan tp bwang Corona gini wkkw,"Jakarta Timur, DKI Jakarta"
1018,Fix Corona resign dari Padang,
1019,Nanti kalo ditanya selama corona dapet pengalaman apa aja jawabnya cooking like a chef i m a five star michellin,
1020,Grgr corona gabisa di angkringan sampe malem ih biasanya jam 1 2 masih ok skrg jam 9 dah disamperin polisi mulu,Jepara
1021,corona valla intlo unnam hotstar tho panemundi le kpudu,India
1022,Now playing Column Corona aur Tasawur e Hayat mp3 by,"Houston, Texas, USA"
1023,Kangen harum breadtalk atau jco di mall HAHAHA yaampun corona kamu kenapa belum udahan sih Pengen ngemol akutu,"Jakarta Capital Region, Indonesia"
1024,4 min wkwk mumpung butuh tipi nih buat hiburan dikala corona apalagi menjelang mau putus kontrak dg kerjaan ShopeeID,Bandar Lampung Indonesia
1025,tapi ga blh deket deket jg nanti corona wkwkwk,
1026,Yaudah yuk atur mumpung lagi corona ga perlu undang orang banyak,
1027,Info MAKASSAR Orang naik gunung orang kuat dan sehat Tidak ada corona di gunung haha,Sul-Sel
1028,GUE MAU MENIKMATI MASA MUDA GUE TANPA CORONA YA ANJG,
1029,bener juga masih ada corona,"Yogyakarta, Indonesia"
1030,corona menangis melihat ini,Semarang-Kebumen 
1031,Wonosobo rame betul ini banyak bgt yg mau muncak sma dolan tolong corona blm selesai,
1032,Atototo cekolah elok ii take care urself jgn smpai kena corona,
1033,ini adalah lanjutan dari mimpi the series milik nopal yg sempat viral ketika rabes sebelum corona,Kasur
1034,Kalo udh kelar corona pengen nonton konser Kunto Nadin Naif Noah Raisa Rossa Fix,
1035,pokna teh corona mah moal aya di gunung mah mang,
1036,butet harahap sep Indonesia katanya di gunung gak ada corona zona hijau,Surabaya
1037,Semuanya nder tapi semenjak corona lebih sering ebook sama jurnal,"Jawa Barat, Indonesia"
1038,Update Minggu 16 Agustus 2020 sebaran dan perkembangan virus corona COVID 19 di wilayah Kalimantan Tengah,"Palangka Raya, Indonesia"
1039,corona asik mukbang lgi,
1040,Mending ditanyain kapan nikah daripada ditanyain kapan corona kelar,Indonesia
1041,Lg corona gini 17an gunung tetep ae kaga ada sepi2nya wkwkwk,
1042,Baru ngeh kalau nggak ada corona mungkin aku nggak buat akun Twitter hehe,"Kedungwaru, Indonesia"
1043,Kayaknya corona puterin lagu KPop sering banget kayak di mall kemarin diputerin lagunya Twice more and more,Indonesia
1044,akhirnya setelah 6 bulan gaketemu perkara corona gila,jakarta selatan
1045,ga berlaku buat angkatan corona,On your back bone
1046,Meskipun gw lulusan UNS jalur corona gpp tetep bangga jadi alumnus kampus ini,
1047,Assalamualaikum corona,
1048,Huahahahaa Ih gak jadi ih takut ada corona,
1049,Corona Corona tarus tahi,"Kalimantan Selatan, Indonesia"
1050,Corona tertawa melihat ini,zimbawe
