,,,,3391183.434,340978.368,,6.530351282,5.532726828
,,,,3889025.318,393412.737,,6.58984077,5.594848416
,,,,1460389.459,148159.8931,,6.16446869,5.170730656
,,,,1460787.103,148328.2475,,6.164586926,5.171223866
,,,,974292.9374,98983.602,,5.988689554,4.995563254
,,,,977219.9474,100375.3302,,5.989992323,5.001626987
,,,,489960.3237,50843.7937,,5.690160913,4.706237948
,,,,979985.3034,101704.841,,5.991219563,5.007341625
,,,,980025.2194,101721.9026,,5.991237252,5.007414475
,,,,2452050.772,254349.764,,6.389529458,5.405431339
,,,,983079.3134,101824.3992,,5.992588557,5.007851856
,,,,3446304.266,356614.1442,,6.537353618,5.552198564
,,,,1482614.827,153392.8817,,6.171028339,5.185805206
,,,,7930562.585,818946.0787,,6.899303997,5.913255308
,,,,994481.5362,102065.3212,,5.997596724,5.008878207
,,,,1992500.29,205379.3345,,6.299398393,5.312556742
,,,,4005257.055,415755.7972,,6.602630394,5.618838314
,,,,1504579.716,156392.4135,,6.177415203,5.194215682
,,,,1003391.252,104300.2,,6.00147031,5.018285141
,,,,2007107.392,208678.6556,,6.30257061,5.31947803
,,,,1507958.568,156934.9432,,6.178389409,5.195719655
,,,,1510942.104,157885.194,,6.179247824,5.198341405
,,,,503901.0841,52741.567,,5.702345293,4.722153029
,,,,5087069.811,550883.2025,,6.706467698,5.74105953
,,,,1022326.448,112513.7344,,6.009589596,5.051205539
,,,,6704373.227,753727.9251,,6.826358183,5.877214606
,,,,4656385.079,525760.6154,,6.668048889,5.72078805
,,,,1558351.185,176733.3469,,6.192665336,5.247318502
,,,,5206241.083,590652.3476,,6.716524275,5.771331934
,,,,3134440.026,355675.0522,,6.496159965,5.551053404
,,,,1569437.176,178177.6531,,6.195743936,5.250853234
,,,,3152154.302,359031.3884,,6.498607469,5.555132419
,,,,527886.3927,60342.0865,,5.722540467,4.780620323
,,,,2640476.804,301930.2017,,6.421682357,5.479906557
,,,,4236512.924,485155.5238,,6.627008536,5.68588098
,,,,1589865.674,182037.6849,,6.201360433,5.260161304
,,,,1591239.134,181978.6581,,6.201735451,5.260020458
,,,,3183659.416,363558.7975,,6.502926601,5.560574658
,,,,4782342.266,546884.8472,,6.679640655,5.73789589
,,,,6939135.007,790677.795,,6.841305337,5.897999542
,,,,3211811.956,364603.1808,,6.50675011,5.561820453
,,,,2680754.86,298173.8252,,6.428257102,5.474469517
,,,,1610313.974,179079.6477,,6.206910562,5.253046231
,,,,1611409.44,179467.1154,,6.207205904,5.253984882
,,,,3764881.887,420290.6842,,6.575751356,5.623549764
,,,,538562.6927,60263.5596,,5.731236266,4.780054781
,,,,8102352.461,904302.1642,,6.908611132,5.95631357
,,,,541790.5787,60227.472,,5.733831449,4.779794634
,,,,7605842.678,847293.0338,,6.881147338,5.928033636
,,,,4382352.428,491959.2419,,6.6417073,5.691929124
,,,,9898559.135,1114009.652,,6.995571982,6.046888954
,,,,1101758.761,123271.532,,6.042086513,5.090862793
,,,,2759449.006,308666.1689,,6.440822373,5.489489032
,,,,2210898.731,248082.8956,,6.34456885,5.394596822
,,,,1106486.477,124263.6644,,6.043946111,5.094344156
,,,,553301.2987,62147.7075,,5.74296169,4.793425113
,,,,3876764.157,435793.0723,,6.588469381,5.639280322
,,,,5557322.224,621515.291,,6.744865579,5.793451818
,,,,2790978.291,313921.7697,,6.445756458,5.496821434
,,,,2799521.251,317390.42,,6.447083769,5.501593814
,,,,563084.2702,65024.0451,,5.750573395,4.813073983
,,,,5079100.077,583392.8688,,6.70578677,5.765961116
,,,,3954638.256,454250.5598,,6.597106763,5.657295471
,,,,1130389.898,129859.7105,,6.053228268,5.11347443
,,,,7366459.896,846046.7201,,6.867258829,5.927394346
,,,,2272084.271,261065.5508,,6.356424435,5.416749568
,,,,1706592.348,195986.9051,,6.232129794,5.292227055
,,,,6270389.525,722326.8193,,6.797294521,5.85873374
,,,,572930.6592,66610.6697,,5.758102063,4.8235438
,,,,1719125.144,199261.5909,,6.235307492,5.299423593
,,,,573277.0692,66436.6083,,5.758364571,4.822407453
,,,,4589382.168,531943.1801,,6.661754224,5.725865245
,,,,1149135.606,133207.382,,6.060371282,5.124528293
,,,,6909795.674,801105.5412,,6.839465205,5.903689736
,,,,1155521.853,133861.9532,,6.062778163,5.126657158
,,,,578042.8787,66957.7758,,5.761960055,4.825801019
,,,,2312465.499,267692.5796,,6.364075262,5.427636333
,,,,578188.2067,66949.352,,5.762069229,4.825746378
,,,,1156709.093,133934.5752,,6.06322415,5.126892705
,,,,1735214.096,200735.1216,,6.239353067,5.302623365
,,,,2323658.639,268745.9911,,6.366172328,5.429341995
,,,,3497387.042,405040.5187,,6.543743697,5.607498471
,,,,1168407.231,135052.3412,,6.067594236,5.130502117
,,,,4683503.708,541515.4627,,6.670570868,5.733610862
,,,,4691012.258,542767.8252,,6.671266568,5.734614095
,,,,5286121.895,611309.8872,,6.723137174,5.78626142
,,,,4708448.352,545481.0373,,6.672877811,5.736779658
,,,,2357564.155,273008.6762,,6.37246352,5.436176449
,,,,10077741.47,1173398.304,,7.003363213,6.069445456
,,,,4167116.998,487880.279,,6.619835694,5.688313264
,,,,3575279.208,419529.649,,6.553309963,5.622762659
,,,,1196684.155,140916.856,,6.077979541,5.148962945
,,,,2393534.303,281836.266,,6.379039656,5.449996876
,,,,5392160.291,631601.4438,,6.731762794,5.800443114
,,,,4199981.668,491894.4095,,6.623247395,5.691871887
,,,,7820371.638,912724.228,,6.893227392,5.960339579
,,,,3018807.681,351035.9228,,6.479835446,5.545351562
,,,,6045971.491,704874.0135,,6.781466095,5.8481115
,,,,605015.3637,70618.9057,,5.781766403,4.848920984
,,,,3632389.934,423541.9904,,6.560192464,5.626896473
,,,,3641613.766,425936.9382,,6.561293882,5.629345305
,,,,8538367.9,1006244.563,,6.931374864,6.002703547
,,,,3667794.632,433090.3384,,6.564405011,5.636578495
,,,,2448071.739,289538.7628,,6.38882414,5.461706714
,,,,612460.3647,72511.1606,,5.787077989,4.860404856
,,,,1840206.392,216945.7824,,6.264866535,5.336351212
,,,,4305163.978,507624.3454,,6.633989698,5.705542442
,,,,6158367.419,726668.0855,,6.789465596,5.861336087
,,,,4317605.446,509866.7844,,6.635242953,5.70745672
,,,,3711628.432,437261.114,,6.569564493,5.640740857
,,,,2477269.111,291196.0254,,6.393973187,5.464185443
,,,,8069895.512,945753.6872,,6.906867912,5.975778043
,,,,3108420.569,364607.4903,,6.492539774,5.561825586
,,,,1869476.171,219830.37,,6.271719934,5.342087691
,,,,4362704.454,513004.9201,,6.639755793,5.71012153
,,,,4368427.026,514261.5339,,6.640325085,5.711184041
,,,,624701.6937,73574.2349,,5.795672683,4.866725755
,,,,8757025.768,1034205.327,,6.942356628,6.01460677
,,,,1252624.267,147990.583,,6.097820821,5.170234081
,,,,6898681.805,814380.9196,,6.838766114,5.91082759
,,,,5035211.918,594669.892,,6.702017753,5.774275951
,,,,3159568.16,373263.9989,,6.499627729,5.572016104
,,,,2531597.511,298445.0608,,6.40339466,5.474864396
,,,,4449730.293,521625.9711,,6.648333688,5.717359206
,,,,2546505.267,298760.1044,,6.405944579,5.475322603
,,,,3186403.448,374444.8982,,6.503300763,5.573387918
,,,,637372.6957,74912.1773,,5.804393455,4.87455242
,,,,6386194.677,750824.1188,,6.805242153,5.875538215
,,,,1920672.563,225232.2813,,6.283453333,5.352630636
,,,,2562235.353,300767.3838,,6.408619019,5.478230738
,,,,5134153.066,602717.8585,,6.710468812,5.78011406
,,,,4507104.019,527495.9113,,6.653897581,5.722219098
,,,,644194.3047,75399.9664,,5.809016881,4.877371152
,,,,3222354.518,377534.5842,,6.508173319,5.576956741
,,,,3239692.222,380621.6433,,6.510503753,5.58049348
,,,,1297718.953,152122.4262,,6.113180648,5.182193243
,,,,4550705.979,532209.409,,6.658078777,5.726082548
,,,,2602830.327,303708.9602,,6.415445858,5.482457605
,,,,3254404.921,379579.6333,,6.512471588,5.579302902
,,,,5212830.231,607394.8696,,6.717073581,5.783471119
,,,,4567607.141,533248.5826,,6.659688743,5.72692971
,,,,11147910.89,1308323.675,,7.047193488,6.1167152
,,,,4608275.231,542409.7106,,6.66353841,5.734327456
,,,,1976574.784,232660.0487,,6.295913251,5.366721815
,,,,3955500.295,465655.8521,,6.597201421,5.668065065
,,,,1979871.452,233159.0952,,6.296636993,5.367652361
,,,,8613311.603,1013120.512,,6.935170159,6.005661108
,,,,3317851.858,388821.8976,,6.520856991,5.589750715
,,,,10647111.98,1244591.147,,7.027231822,6.095026707
,,,,1333370.396,155233.4372,,6.124950808,5.190985274
,,,,7339964.969,855656.5092,,6.865693987,5.932299458
,,,,9417439.387,1102165.318,,6.973932834,6.042246741
,,,,3376156.103,397322.0847,,6.528422519,5.599142705
,,,,3379254.059,397944.1134,,6.528820844,5.599822085
,,,,6807141.809,808237.4488,,6.832964798,5.907538969
,,,,1365179.088,162150.808,,6.135189627,5.209919117
,,,,4790402.901,569562.2792,,6.680372042,5.755541219
,,,,4804583.314,573183.1151,,6.681655729,5.758293388
,,,,9643185.271,1152108.311,,6.984220511,6.061493309
,,,,4832505.054,578711.5399,,6.684172317,5.762462143
,,,,6221666.739,743885.0121,,6.793906745,5.871505809
,,,,6920312.127,828208.1458,,6.840125683,5.918139498
,,,,9718829.449,1161258.115,,6.987613961,6.064928762
,,,,2086458.633,248804.4765,,6.319409779,5.39585819
,,,,6266039.484,747914.8943,,6.796993127,5.873852182
,,,,9075090.68,1085292.484,,6.957850973,6.035546795
,,,,6295403.798,753983.6602,,6.799023592,5.877361934
,,,,9825299.833,1179860.145,,6.992345812,6.071830531
,,,,4936735.128,594471.5596,,6.693439827,5.774131082
,,,,9900393.157,1195804.509,,6.995652441,6.077660187
,,,,708875.2529,85792.3846,,5.850569815,4.933448739
,,,,16428401.65,1936554.405,,7.215595312,6.287029703
,,,,10112949.87,1190313.431,,7.004877855,6.075661334
,,,,4347660.093,512876.1916,,6.638255583,5.710012539
,,,,5080985.248,595538.2124,,6.705947934,5.774909633
,,,,14605240.62,1706208.202,,7.164508716,6.232032025
,,,,8079860.258,946015.5942,,6.90740385,5.975898295
,,,,14032486.15,1650491.908,,7.147134622,6.217613399
,,,,15580054.11,1844590.801,,7.192568962,6.265900038
,,,,14897154.06,1768442.942,,7.173103309,6.247591052
,,,,7470124.281,888682.8218,,6.873327827,5.948746785
,,,,8242134.372,985232.2025,,6.916039691,5.993538598
,,,,4502352.669,538920.498,,6.65343951,5.731524702
,,,,11276485.15,1351302.385,,7.052173752,6.130752543
,,,,4514382.207,540839.9638,,6.654598326,5.733068775
,,,,3011992.932,360818.2416,,6.478853948,5.557288486
,,,,5273536.546,631459.585,,6.72210196,5.80034556
,,,,2262229.627,270699.4997,,6.354536686,5.432487453
,,,,9064686.509,1087176.544,,6.957352789,6.036300074
,,,,3789511.418,452405.1092,,6.57858322,5.655527501
,,,,2278473.232,270037.7535,,6.357643931,5.431424486
,,,,8373839.439,992582.8119,,6.922924629,5.99676675
,,,,1524276.563,180779.5412,,6.183063772,5.25714928
,,,,6118185.555,721822.1903,,6.786622644,5.858430229
,,,,766326.7754,90311.0544,,5.884414,4.955740913
,,,,766404.6554,90314.9484,,5.884458134,4.955759638
,,,,3833249.155,450913.3926,,6.583567049,5.654093134
,,,,4607160.556,542897.856,,6.663433347,5.734718127
,,,,3846443.103,454531.3246,,6.585059313,5.657563819
,,,,1539296.955,181882.1476,,6.18732241,5.259790074
,,,,11564209.74,1366640.653,,7.06311596,6.135654335
,,,,3861538.511,456142.3999,,6.58676037,5.659100443
,,,,4640360.262,547269.8614,,6.666551699,5.738201532
,,,,6197195.157,730302.9326,,6.792195173,5.863503045
,,,,3102504.438,364842.664,,6.491712411,5.562105618
,,,,1551621.939,182590.18,,6.190785912,5.261477417
,,,,5437873.874,641010.6332,,6.73542913,5.806865234
,,,,13243732.78,1567172.744,,7.122010409,6.19511687
,,,,9390718.979,1115664.808,,6.972698844,6.047533734
,,,,8660498.283,1031732.116,,6.93754288,6.01356695
,,,,3957434.453,471992.9938,,6.59741373,5.673935552
,,,,6346684.591,757274.6154,,6.802546916,5.879253399
,,,,1587058.2,189390.9404,,6.200592853,5.2773592
,,,,11132967.29,1319052.539,,7.046610933,6.120262094
,,,,21587136.77,2558182.425,,7.334195043,6.407931511
,,,,10549459.22,1282558.226,,7.023230198,6.10807709
,,,,6524344.253,798274.242,,6.814536868,5.902152116
,,,,1634877.631,200511.3212,,6.213485252,5.302138899
,,,,8998654.926,1102838.836,,6.954177598,6.042512051
,,,,17225519.81,2109994.393,,7.236172336,6.324281301
,,,,10702169.75,1310790.336,,7.029471835,6.117533231
,,,,6601092.719,808818.8067,,6.819615833,5.907851241
,,,,9936426.851,1220002.755,,6.99723024,6.086360811
,,,,9142648.254,1123104.578,,6.961072011,6.050420197
,,,,3335106.862,410555.3184,,6.523109754,5.613371682
,,,,20898346.39,2570845.814,,7.320111923,6.410076031
,,,,17625685.97,2155654.437,,7.246146028,6.333579142
,,,,11777704.13,1431731.338,,7.07106064,6.155861531
,,,,8439328.21,1029847.643,,6.926307877,6.01277298
,,,,8455195.534,1035017.71,,6.927123656,6.014947781
,,,,846205.0934,103677.814,,5.927475635,5.015685832
,,,,5080105.384,622986.6778,,6.705872722,5.79447876
,,,,14437058.37,1769483.982,,7.159478712,6.247846636
,,,,11075395.49,1355205.239,,7.044359243,6.132005072
,,,,8545802.729,1048017.424,,6.931752863,6.020368503
,,,,12843779.56,1573472.58,,7.108692843,6.196859179
,,,,12047386.33,1476271.126,,7.080892837,6.169166126
,,,,10386184.86,1268750.082,,7.016456048,6.103376083
,,,,13906023.89,1693643.637,,7.143202971,6.228822035
,,,,10464319.16,1269511.961,,7.019710977,6.103636797
,,,,21004376.12,2549176.23,,7.322309786,6.40639986
,,,,7911986.09,962926.3056,,6.898285515,5.983593051
,,,,5291238.773,644874.2758,,6.72355736,5.809475053
,,,,882514.9289,107557.9917,,5.945722061,5.031642685
,,,,17687797.17,2161236.647,,7.247673749,6.334702323
,,,,15955680.16,1949022.552,,7.202915322,6.289816864
,,,,12430450.4,1517474.704,,7.094486865,6.18112146
,,,,8003270.848,978665.6838,,6.903267515,5.99063436
,,,,10681167.44,1306670.411,,7.028618723,6.116166057
,,,,8040523.48,976182.3403,,6.905284325,5.989530947
,,,,896016.5229,107426.1469,,5.952316018,5.031109999
,,,,10766853.57,1291641.878,,7.032088807,6.111142117
,,,,6291444.632,753517.7348,,6.798750379,5.877093478
,,,,12630477.76,1518751.676,,7.101419779,6.18148677
,,,,9962823.998,1197955.814,,6.998382458,6.0784408
,,,,9991256.926,1203664.66,,6.999620127,6.08050551
,,,,2728609.67,328869.8074,,6.435941414,5.517024004
,,,,910023.8159,109680.1814,,5.959052758,5.04012816
,,,,17319428.8,2074905.726,,7.238533565,6.316998369
,,,,14711270.67,1781905.967,,7.167650186,6.250884782
,,,,3687859.72,447916.8828,,6.566774393,5.651197432
,,,,20346545.87,2465741.934,,7.308490692,6.391947621
,,,,1854980.15,224179.8976,,6.268339267,5.350596666
,,,,927508.8431,112090.7879,,5.967318059,5.049569922
,,,,4646663.015,561808.9099,,6.667141178,5.749588623
,,,,10248123.93,1241469.69,,7.010644369,6.093936121
,,,,1864862.914,226183.5676,,6.270646912,5.35446105
,,,,5600524.703,679619.9714,,6.748228717,5.832266133
,,,,2806923.659,340816.6987,,6.448230601,5.532520865
,,,,2807781.587,340785.3495,,6.448363322,5.532480916
,,,,2808081.015,340813.5315,,6.448409633,5.532516829
,,,,4688809.985,570218.3372,,6.671062633,5.756041179
,,,,2815554.279,342812.3223,,6.449563904,5.535056424
,,,,2816367.113,343099.022,,6.449689264,5.53541948
,,,,3755654.036,457576.327,,6.574685579,5.660463548
,,,,1878451.662,228898.498,,6.273800024,5.359642943
,,,,7518387.39,916591.1978,,6.876124699,5.962175682
,,,,1880285.15,229342.5393,,6.274223716,5.360484617
,,,,3763191.71,459171.7948,,6.575556343,5.661975203
,,,,1883777.444,229771.3438,,6.275029592,5.361295864
,,,,10372774.62,1264077.575,,7.015894942,6.101773727
,,,,3775372.654,460416.3768,,6.576959826,5.663150763
,,,,945076.7561,115436.9254,,5.975467082,5.062344751
,,,,5672240.083,692454.7327,,6.753754604,5.840391388
,,,,945975.1481,115381.388,,5.975879727,5.062135759
,,,,9471688.889,1154566.164,,6.976427425,6.062418826
,,,,5698235.465,692157.9338,,6.755740391,5.840205201
,,,,1901586.456,231767.2996,,6.279116076,5.365052161
,,,,4790039.904,590760.3542,,6.680339131,5.771411342
,,,,960709.1721,118886.8944,,5.982591937,5.075133982
,,,,2882444.6,356723.3072,,6.459760969,5.552331486
,,,,14434587.91,1790308.008,,7.15940439,6.252927754
,,,,964033.7401,119621.187,,5.984092234,5.077808108
,,,,3857243.114,478639.7973,,6.586277012,5.680008806
,,,,1932089.216,239644.6136,,6.286027177,5.379567672
,,,,1932542.516,239734.9382,,6.286129057,5.379731331
,,,,966357.1181,119873.7439,,5.98513765,5.078724069
,,,,1935430.396,240106.0014,,6.286777557,5.380403015
,,,,967869.9781,120130.1519,,5.985817019,5.079652026
,,,,4841342.253,600606.2314,,6.684965786,5.778589834
,,,,1938221.222,240573.5984,,6.287403344,5.381247964
,,,,8726563.716,1081023.505,,6.940843264,6.033835137
,,,,4852595.415,601258.9369,,6.685974084,5.779061545
,,,,970659.7651,120291.5899,,5.987067028,5.080235265
,,,,10685459.35,1324182.388,,7.028793196,6.121947807
,,,,3892117.854,482748.8581,,6.590185982,5.683721255
,,,,973224.6371,120734.1063,,5.988213095,5.081829972
,,,,973271.3571,120751.6263,,5.988233942,5.081892989
,,,,2920456.543,362453.4829,,6.465450748,5.559252277
,,,,973551.7291,120840.9499,,5.988359032,5.08221413
,,,,973662.8331,120849.2827,,5.988408592,5.082244077
,,,,4883651.249,608102.0191,,6.688744643,5.783976445
,,,,14748152.06,1849077.284,,7.168737607,6.266955063
,,,,3949367.224,491148.1432,,6.596527518,5.691212507
,,,,1975368.718,245826.4254,,6.295648172,5.390628566
,,,,6917691.594,859291.7602,,6.839961196,5.934140647
,,,,988523.2301,122525.2316,,5.99498688,5.088225532
,,,,12873447.75,1594292.072,,7.109694875,6.202567886
,,,,4955766.17,614468.8252,,6.695110807,5.788499854
,,,,6964535.515,862835.9422,,6.842892157,5.935928228
,,,,5997939.185,742586.6424,,6.778002058,5.870747133
,,,,7006799.247,867564.5688,,6.845519675,5.938301807
,,,,20129151.46,2482593.765,,7.303825468,6.39490566
,,,,7077708.589,864408.0669,,6.849892677,5.936718811
,,,,7089364.599,865120.6127,,6.850607312,5.93707666
,,,,7102745.247,867148.6006,,6.851426238,5.938093528
,,,,2033398.424,248424.57,,6.308222483,5.395194547
,,,,4068946.29,496642.0588,,6.609481957,5.696043496
,,,,7123276.772,869237.2119,,6.852679819,5.93913831
,,,,5093380.339,621545.1441,,6.707006108,5.793472678
,,,,2037980.666,248671.7188,,6.30920006,5.395626396
,,,,4078598.816,497023.9128,,6.610510989,5.696377284
,,,,2042274.522,248785.4864,,6.310114119,5.395825041
,,,,5108817.663,622092.856,,6.708320403,5.793855214
,,,,3065720.901,373330.9281,,6.486532615,5.57209397
,,,,3066101.921,373402.2335,,6.486586587,5.572176911
,,,,9214225.426,1120763.428,,6.964458833,6.049513951
,,,,1024737.946,124466.2214,,6.010612818,5.095051505
,,,,3075448.148,373273.2207,,6.487908409,5.572026834
,,,,17448625.19,2119609.007,,7.241761214,6.326255756
,,,,1028995.088,125325.2957,,6.012413302,5.098038738
,,,,4117123.288,501287.276,,6.614593872,5.700086681
,,,,6180411.653,753266.3291,,6.791017403,5.876948555
,,,,3092701.292,376768.1386,,6.490337976,5.57607417
,,,,1032747.564,125807.8082,,6.013994179,5.099707596
,,,,6207211.151,757896.0126,,6.792896519,5.879609622
,,,,18652520.82,2258844.719,,7.270737533,6.353886377
,,,,4152760.501,499160.917,,6.618336885,5.698240574
,,,,8313667.517,999279.06,,6.919792652,5.999686787
,,,,11448298.34,1375792.808,,7.058740938,6.138553035
,,,,1041238.983,125050.4954,,6.017550419,5.097085417
,,,,5212164.447,625913.4992,,6.71701811,5.796514318
,,,,8352544.469,1001567.869,,6.921818796,6.000680384
,,,,7369472.162,891341.3835,,6.867436383,5.950044071
,,,,5272152.209,638731.4933,,6.72198794,5.80531833
,,,,9504073.799,1149657.893,,6.9779098,6.060568625
,,,,15871215.75,1917648.873,,7.200610195,6.28276909
,,,,6352698.641,766521.603,,6.802958254,5.884524399
,,,,10603013.82,1269818.446,,7.025429328,6.103741631
,,,,8489072.613,1016587.672,,6.928860248,6.007144839
,,,,5310759.205,636405.3301,,6.725156611,5.803733808
,,,,3189165.147,382020.6523,,6.503677009,5.582086842
,,,,1063499.867,127396.1095,,6.02673744,5.105156165
,,,,5319611.959,637214.3916,,6.725879954,5.804285576
,,,,3192139.857,382282.6152,,6.504081911,5.582384548
,,,,6387040.255,764108.3614,,6.805299653,5.883154952
,,,,12782095.88,1528455.418,,7.106602071,6.184252776
,,,,9595859.288,1145763.408,,6.982083871,6.059094948
,,,,12815233.64,1527500.382,,7.107726528,6.183981328
,,,,7487678.695,893109.2971,,6.8743472,5.95090461
,,,,6433659.891,769753.2349,,6.808458099,5.886351523
,,,,7530150.339,903420.5787,,6.876803647,5.955889979
,,,,12918806.42,1549654.321,,7.111222391,6.190234832
,,,,3233256.13,387065.3612,,6.50964011,5.587784308
,,,,1078010.734,128984.7366,,6.032623085,5.110538321
,,,,7549105.197,903954.5997,,6.877895477,5.956146619
,,,,9712421.025,1164237.789,,6.9873275,6.066041692
,,,,6479949.541,777946.102,,6.811571624,5.890949509
,,,,4322993.476,518742.7418,,6.63578458,5.714952033
,,,,9729998.041,1167414.46,,6.988112753,6.067225068
,,,,2162750.172,259509.0688,,6.335006355,5.414152539
,,,,9744126.333,1170269.653,,6.988742906,6.068285943
,,,,5424275.919,652026.3992,,6.734341773,5.81426518
,,,,7611454.474,914131.7683,,6.881467654,5.961008802
,,,,8714815.375,1047523.399,,6.940258191,6.020163733
,,,,7675613.46,922961.0582,,6.885113096,5.965183378
,,,,3302157.463,397245.843,,6.518797779,5.599059361
,,,,3303763.625,397533.897,,6.519008967,5.599374166
,,,,19853443.14,2386538.451,,7.297835836,6.377768436
,,,,7758267.5,934944.2216,,6.88976475,5.970785702
,,,,11105486.35,1338503.347,,7.045537583,6.126619462
,,,,5562697.502,671314.4601,,6.745285444,5.826926002
,,,,27943244.86,3382936.112,,7.446276836,6.529293796
,,,,6725339.985,816216.5498,,6.827714244,5.911805396
,,,,4484930.104,544436.0452,,6.651755679,5.735946871
,,,,1121345.407,136123.0144,,6.049739409,5.133931558
,,,,13467644.31,1630785.639,,7.129291638,6.212396878
,,,,8992865.581,1089248.598,,6.953898102,6.037127009
,,,,19158748.57,2325629.167,,7.282367138,6.366540466
,,,,4521555.308,549130.7228,,6.655287848,5.739675742
,,,,4525333.16,549344.5514,,6.655650558,5.739844821
,,,,4532530.64,549291.632,,6.656340749,5.739802983
,,,,9071250.791,1098830.994,,6.957667174,6.040930901
,,,,25009589.96,3031911.58,,7.398106571,6.481716532
,,,,3415464.691,413721.1847,,6.5334498,5.61670776
,,,,11398295.9,1379733.063,,7.056839927,6.139795072
,,,,1142147.496,138298.6345,,6.057722192,5.140817892
,,,,3426773.938,414962.134,,6.534885455,5.618008468
,,,,20583668.04,2493539.639,,7.313522769,6.396816277
,,,,4581973.616,554598.8324,,6.661052584,5.743978951
,,,,1145854.749,138724.402,,6.059129569,5.142152861
,,,,19489837.57,2359561.98,,7.28980822,6.37283139
,,,,4589749.832,555656.0836,,6.661789015,5.744806074
,,,,12638148.9,1530173.858,,7.101683468,6.184740778
,,,,6917169.373,837672.4464,,6.83992841,5.92307423
,,,,6936810.537,839392.1552,,6.841159833,5.923964906
,,,,18520596.69,2241763.112,,7.267654974,6.350589719
,,,,3476174.243,420899.4554,,6.541101537,5.624178364
,,,,9276569.465,1123148.318,,6.967387401,6.050437111
,,,,1160108.059,140551.1269,,6.064498444,5.147834332
,,,,3483015.927,422264.6455,,6.54195546,5.625584721
,,,,9300109.439,1129469.605,,6.968488059,6.052874548
,,,,4654643.708,565690.9586,,6.667886443,5.752579237
,,,,4657434.044,566197.3486,,6.668146713,5.752967831
,,,,8161093.299,993131.6935,,6.911748343,5.997006842
,,,,17529987.5,2137894.935,,7.243781606,6.329986358
,,,,12891329.59,1574503.901,,7.110297712,6.197143741
,,,,2346893.122,286604.223,,6.370493312,5.457282585
,,,,5869976.428,716080.9603,,6.768636357,5.854962127
,,,,1174520.856,142946.6699,,6.069860733,5.155174042
,,,,21163098.77,2575846.468,,7.325579259,6.410919973
,,,,3530711.728,430009.9642,,6.54786226,5.633478519
,,,,14131852.03,1719363.637,,7.150199081,6.235367738
,,,,20049284.66,2443433.31,,7.302098882,6.38800049
,,,,14187002.2,1727830.237,,7.151890636,6.23750107
,,,,9470099.211,1154217.583,,6.976354529,6.062287686
,,,,1184664.328,144570.5461,,6.073595311,5.160079822
,,,,10665080.62,1301550.439,,7.027964143,6.114461003
,,,,14238015.55,1739227.588,,7.153449463,6.240356416
,,,,11873916.21,1449651.86,,7.07459398,6.161263717
,,,,2375936.844,289990.269,,6.375834892,5.462383425
,,,,22634907.28,2766170.743,,7.35477872,6.441878984
,,,,9559197.307,1164983.537,,6.980421426,6.066319788
,,,,4785618.23,579192.173,,6.67993805,5.762822684
,,,,4789965.84,579419.6348,,6.680332416,5.762993208
,,,,5998469.588,726229.755,,6.778040461,5.861074039
,,,,4806200.896,581468.0396,,6.68180192,5.764525849
,,,,3606631.948,436314.4806,,6.557101825,5.639799627
,,,,2404990.768,291004.8976,,6.381113414,5.463900298
,,,,9622626.243,1164594.032,,6.983293617,6.06617456
,,,,1203273.984,145671.3388,,6.080364527,5.163374112
,,,,3610495.268,437166.631,,6.55756678,5.640647005
,,,,1203774.342,145825.2346,,6.080545082,5.163832684
,,,,8430495.879,1021384.998,,6.92585312,6.009189475
,,,,6026510.11,730275.0948,,6.78006589,5.86348649
,,,,3616911.18,438341.0022,,6.558337844,5.641812096
,,,,8455188.851,1022657.892,,6.927123312,6.009730374
,,,,12100040.59,1461835.975,,7.082786827,6.164898646
,,,,7264554.46,876485.4072,,6.861208984,5.94274469
,,,,12122016.96,1461482.028,,7.083574887,6.164793479
,,,,3639358.016,438785.976,,6.561024781,5.642252739
,,,,1213210.411,146282.0876,,6.083936128,5.16519115
,,,,7281878.574,878415.1967,,6.862243433,5.943699841
,,,,3642138.526,439596.6992,,6.56135646,5.643054423
,,,,1214170.097,146572.3276,,6.084279533,5.166051985
,,,,14596709.36,1757099.659,,7.164254961,6.244796395
,,,,9753872.183,1172988.607,,6.98917706,6.069293794
,,,,19556814.42,2346184.247,,7.291298115,6.370362115
,,,,24530481.51,2944075.394,,7.389706073,6.468948928
,,,,15975333.26,1920248.956,,7.203449927,6.283357538
,,,,7376269.343,886699.9226,,6.867836767,5.947776671
,,,,11068844.28,1329205.56,,7.044102278,6.123592149
,,,,8618346.201,1031596.941,,6.935423936,6.013510046
,,,,1231838.346,147346.5373,,6.090553719,5.168339934
,,,,24719049.41,2974199.831,,7.393031766,6.473370145
,,,,32257248,3887631.146,,7.508627313,6.589685053
,,,,16200655.8,1939242.074,,7.209532595,6.287632025
,,,,22457165.64,2690759.557,,7.351354942,6.429874891
,,,,47636006.4,5735683.945,,7.677935345,6.758585212
,,,,10058283.94,1210031.777,,7.002523891,6.082796776
,,,,26484429.72,3169602.991,,7.422990626,6.501004868
,,,,3787154.191,452911.8284,,6.578312987,5.656013663
,,,,13899135.43,1661589.078,,7.142987787,6.220523629
,,,,21584225.58,2587595.939,,7.334136471,6.412896461
